1 front 0 back 2 3.63215
1 front 0 back 3 3.23711
1 front 0 back 0 3.44529
1 front 1 back 2 3.63215
1 front 1 back 3 3.38008
1 front 1 back 0 3.46759
1 front 2 back 2 3.70756
1 front 2 back 3 3.21767
1 front 2 back 0 3.46759
1 front 3 back 2 3.75959
1 front 3 back 3 3.21767
1 front 3 back 0 3.44529
7 front 0 back 2 3.78616
7 front 0 back 1 3.07016
7 front 0 back 3 3.68208
7 front 0 back 0 3.14218
7 front 1 back 2 3.81311
7 front 1 back 1 3.12386
7 front 1 back 3 3.65694
7 front 1 back 0 3.14218
7 front 2 back 2 3.84045
7 front 2 back 1 3.14218
7 front 2 back 3 3.60769
7 front 2 back 0 3.14218
7 front 3 back 2 3.86817
7 front 3 back 1 3.12386
7 front 3 back 3 3.68208
7 front 3 back 0 3.14218
9 front 0 back 2 3.29688
9 front 0 back 1 3.12386
9 front 0 back 3 3.12386
9 front 0 back 0 3.03537
9 front 1 back 2 3.29688
9 front 1 back 1 3.12386
9 front 1 back 3 3.14218
9 front 1 back 0 3.05266
9 front 2 back 2 3.29688
9 front 2 back 1 3.14218
9 front 2 back 3 3.12386
9 front 2 back 0 3.05266
9 front 3 back 2 3.29688
9 front 3 back 1 3.12386
9 front 3 back 3 3.08785
9 front 3 back 0 3.03537
3 front 1 back 2 3.31729
3 front 1 back 1 3.38008
3 front 1 back 3 3.65694
3 front 1 back 0 3.53625
3 front 2 back 2 3.38008
3 front 2 back 1 3.44529
3 front 2 back 3 3.46759
3 front 2 back 0 3.51306
3 front 3 back 2 3.38008
3 front 3 back 1 3.33796
3 front 3 back 3 3.46759
3 front 3 back 0 3.46759
