0 2.270700e-05 0.000000e+00 1
1 3.849247e-05 0.000000e+00 1
2 3.849247e-05 0.000000e+00 1
3 3.849247e-05 0.000000e+00 1
4 3.849247e-05 0.000000e+00 1
5 4.489228e-05 0.000000e+00 2
6 4.489228e-05 0.000000e+00 1
7 3.374396e-05 0.000000e+00 1
8 3.370297e-05 0.000000e+00 1
9 1.000000e+00 0.000000e+00 3
10 3.876003e-05 0.000000e+00 1
11 2.636256e-05 0.000000e+00 1
12 1.000000e+00 0.000000e+00 3
13 2.360190e-05 0.000000e+00 1
14 2.012292e-05 0.000000e+00 1
15 2.554712e-05 0.000000e+00 1
16 3.124900e-05 0.000000e+00 1
17 3.124900e-05 0.000000e+00 1
18 3.849247e-05 0.000000e+00 1
19 2.712940e-05 0.000000e+00 2
20 3.140230e-05 0.000000e+00 1
21 3.140230e-05 0.000000e+00 2
22 3.142680e-05 0.000000e+00 2
23 3.849247e-05 0.000000e+00 2
24 3.024648e-05 0.000000e+00 1
25 3.732136e-05 0.000000e+00 1
26 3.486437e-05 0.000000e+00 1
27 5.511389e-05 0.000000e+00 1
28 4.472116e-05 0.000000e+00 1
29 3.655778e-05 0.000000e+00 1
30 3.579373e-05 0.000000e+00 1
31 3.507960e-05 0.000000e+00 1
32 3.613826e-05 0.000000e+00 1
33 2.886743e-05 0.000000e+00 1
34 3.031249e-05 0.000000e+00 1
35 2.983830e-05 0.000000e+00 1
36 3.735619e-05 0.000000e+00 1
37 6.012566e-05 0.000000e+00 2
38 3.303600e-05 0.000000e+00 1
39 6.039465e-05 0.000000e+00 1
40 4.511714e-05 0.000000e+00 1
41 5.086580e-05 0.000000e+00 1
42 3.765319e-05 0.000000e+00 1
43 5.656884e-05 0.000000e+00 1
44 1.196229e-04 0.000000e+00 2
45 2.972753e-05 0.000000e+00 1
46 2.829864e-05 0.000000e+00 1
47 3.309860e-05 0.000000e+00 1
