0 0 0 1.12207 0
0 1 0 1.08493 0
0 2 0 1.10745 0
0 3 0 1.0896 0
0 4 0 1.14681 0
0 5 0 1.12957 0
0 6 0 1.05646 0
0 7 0 1.09773 0
0 8 0 1.05916 0
0 9 0 1.10486 0
0 10 0 1.13044 0
0 11 0 1.0665 0
0 12 0 1.12404 0
0 13 0 1.12471 0
0 14 0 1.11974 0
0 15 0 1.10215 0
0 0 2 1.05256 0
0 1 2 1.01731 0
0 2 2 1.04108 0
0 3 2 1.02415 0
0 4 2 1.07689 0
0 5 2 1.06084 0
0 6 2 0.989488 0
0 7 2 1.03084 0
0 8 2 0.993233 0
0 9 2 1.03774 0
0 10 2 1.06344 0
0 11 2 1.00042 0
0 12 2 1.0559 0
0 13 2 1.05577 0
0 14 2 1.05148 0
0 15 2 1.03467 0
0 0 3 1.1385 0
0 1 3 1.10223 0
0 2 3 1.12758 0
0 3 3 1.10855 0
0 4 3 1.16811 0
0 5 3 1.14951 0
0 6 3 1.07275 0
0 7 3 1.11613 0
0 8 3 1.07539 0
0 9 3 1.12459 0
0 10 3 1.15338 0
0 11 3 1.08428 0
0 12 3 1.14383 0
0 13 3 1.14369 0
0 14 3 1.14039 0
0 15 3 1.11949 0
0 0 4 1.09932 0
0 1 4 1.0625 0
0 2 4 1.08606 0
0 3 4 1.06822 0
0 4 4 1.1235 0
0 5 4 1.10999 0
0 6 4 1.03531 0
0 7 4 1.07693 0
0 8 4 1.03709 0
0 9 4 1.08531 0
0 10 4 1.11285 0
0 11 4 1.0469 0
0 12 4 1.10321 0
0 13 4 1.10394 0
0 14 4 1.10035 0
0 15 4 1.08045 0
0 0 5 1.09396 0
0 1 5 1.05866 0
0 2 5 1.08213 0
0 3 5 1.06565 0
0 4 5 1.12018 0
0 5 5 1.1064 0
0 6 5 1.03231 0
0 7 5 1.0731 0
0 8 5 1.03371 0
0 9 5 1.08144 0
0 10 5 1.10954 0
0 11 5 1.04273 0
0 12 5 1.10036 0
0 13 5 1.10079 0
0 14 5 1.09671 0
0 15 5 1.07585 0
0 0 6 1.11619 0
0 1 6 1.0771 0
0 2 6 1.10141 0
0 3 6 1.08367 0
0 4 6 1.14209 0
0 5 6 1.12639 0
0 6 6 1.05297 0
0 7 6 1.09318 0
0 8 6 1.05305 0
0 9 6 1.10065 0
0 10 6 1.12791 0
0 11 6 1.06161 0
0 12 6 1.11892 0
0 13 6 1.1185 0
0 14 6 1.11602 0
0 15 6 1.09589 0
0 0 7 0.992207 0
0 1 7 0.95617 0
0 2 7 0.97662 0
0 3 7 0.96121 0
0 4 7 1.00953 0
0 5 7 0.996397 0
0 6 7 0.931868 0
0 7 7 0.964233 0
0 8 7 0.931324 0
0 9 7 0.973485 0
0 10 7 0.999204 0
0 11 7 0.940932 0
0 12 7 0.991757 0
0 13 7 0.991016 0
0 14 7 0.989383 0
0 15 7 0.975226 0
0 0 8 1.06807 0
0 1 8 1.03455 0
0 2 8 1.05888 0
0 3 8 1.0404 0
0 4 8 1.09704 0
0 5 8 1.08007 0
0 6 8 1.00981 0
0 7 8 1.05129 0
0 8 8 1.01367 0
0 9 8 1.0595 0
0 10 8 1.08453 0
0 11 8 1.019 0
0 12 8 1.07599 0
0 13 8 1.07544 0
0 14 8 1.07126 0
0 15 8 1.05213 0
0 0 9 1.07322 0
0 1 9 1.03869 0
0 2 9 1.06165 0
0 3 9 1.0447 0
0 4 9 1.10153 0
0 5 9 1.08441 0
0 6 9 1.01286 0
0 7 9 1.05365 0
0 8 9 1.01672 0
0 9 9 1.06427 0
0 10 9 1.08927 0
0 11 9 1.02263 0
0 12 9 1.07962 0
0 13 9 1.07916 0
0 14 9 1.07558 0
0 15 9 1.05542 0
0 0 10 1.03342 0
0 1 10 0.999954 0
0 2 10 1.02158 0
0 3 10 1.00498 0
0 4 10 1.05958 0
0 5 10 1.04313 0
0 6 10 0.974025 0
0 7 10 1.01269 0
0 8 10 0.975984 0
0 9 10 1.02259 0
0 10 10 1.04922 0
0 11 10 0.985154 0
0 12 10 1.03874 0
0 13 10 1.03801 0
0 14 10 1.03509 0
0 15 10 1.0175 0
0 0 11 1.08258 0
0 1 11 1.04797 0
0 2 11 1.07057 0
0 3 11 1.05309 0
0 4 11 1.11159 0
0 5 11 1.09417 0
0 6 11 1.02086 0
0 7 11 1.06119 0
0 8 11 1.02392 0
0 9 11 1.07117 0
0 10 11 1.10077 0
0 11 11 1.03559 0
0 12 11 1.09012 0
0 13 11 1.08843 0
0 14 11 1.08571 0
0 15 11 1.06485 0
0 0 12 1.07307 0
0 1 12 1.03946 0
0 2 12 1.0614 0
0 3 12 1.04367 0
0 4 12 1.10177 0
0 5 12 1.08434 0
0 6 12 1.01155 0
0 7 12 1.05298 0
0 8 12 1.01438 0
0 9 12 1.06102 0
0 10 12 1.08926 0
0 11 12 1.02538 0
0 12 12 1.08318 0
0 13 12 1.07886 0
0 14 12 1.07625 0
0 15 12 1.05681 0
0 0 13 1.01387 0
0 1 13 0.981192 0
0 2 13 1.00272 0
0 3 13 0.986491 0
0 4 13 1.04149 0
0 5 13 1.02408 0
0 6 13 0.955257 0
0 7 13 0.995111 0
0 8 13 0.957727 0
0 9 13 1.0025 0
0 10 13 1.02863 0
0 11 13 0.967083 0
0 12 13 1.02681 0
0 13 13 1.02643 0
0 14 13 1.0182 0
0 15 13 0.997673 0
0 0 14 1.04472 0
0 1 14 1.011 0
0 2 14 1.03378 0
0 3 14 1.01487 0
0 4 14 1.07252 0
0 5 14 1.05521 0
0 6 14 0.984421 0
0 7 14 1.02534 0
0 8 14 0.988077 0
0 9 14 1.03279 0
0 10 14 1.05902 0
0 11 14 0.996786 0
0 12 14 1.05098 0
0 13 14 1.05293 0
0 14 14 1.04859 0
0 15 14 1.02731 0
0 0 15 1.09462 0
0 1 15 1.06343 0
0 2 15 1.08376 0
0 3 15 1.06709 0
0 4 15 1.12538 0
