0 0 0 3.34288
0 1 0 3.29257
0 2 0 3.31126
0 3 0 3.28022
0 4 0 3.29877
0 5 0 3.29877
0 6 0 3.305
0 7 0 3.305
0 8 0 3.26797
0 9 0 3.32384
0 10 0 3.31126
0 11 0 3.32384
0 12 0 3.29877
0 13 0 3.31126
0 14 0 3.28022
0 15 0 3.27409
0 0 2 3.44828
0 1 2 3.53179
0 2 2 3.53179
0 3 2 3.44149
0 4 2 3.48259
0 5 2 3.47567
0 6 2 3.48953
0 7 2 3.45508
0 8 2 3.46878
0 9 2 3.46192
0 10 2 3.45508
0 11 2 3.46192
0 12 2 3.48259
0 13 2 3.5035
0 14 2 3.4965
0 15 2 3.46878
0 0 3 3.2022
0 1 3 3.20807
0 2 3 3.23176
0 3 3 3.23176
0 4 3 3.23774
0 5 3 3.20807
0 6 3 3.19635
0 7 3 3.21987
0 8 3 3.18471
0 9 3 3.21396
0 10 3 3.19635
0 11 3 3.20807
0 12 3 3.18471
0 13 3 3.22581
0 14 3 3.19635
0 15 3 3.19635
0 0 4 3.33016
0 1 4 3.32384
0 2 4 3.32384
0 3 4 3.37512
0 4 4 3.39476
0 5 4 3.305
0 6 4 3.33016
0 7 4 3.34928
0 8 4 3.31126
0 9 4 3.31754
0 10 4 3.33651
0 11 4 3.31126
0 12 4 3.32384
0 13 4 3.305
0 14 4 3.34928
0 15 4 3.31754
0 0 5 3.31754
0 1 5 3.33651
0 2 5 3.34928
0 3 5 3.33016
0 4 5 3.40136
0 5 5 3.41463
0 6 5 3.33651
0 7 5 3.36215
0 8 5 3.36862
0 9 5 3.34288
0 10 5 3.32384
0 11 5 3.31754
0 12 5 3.33016
0 13 5 3.36862
0 14 5 3.31754
0 15 5 3.32384
0 0 6 3.36215
0 1 6 3.37512
0 2 6 3.3557
0 3 6 3.3557
0 4 6 3.34928
0 5 6 3.40798
0 6 6 3.39476
0 7 6 3.31754
0 8 6 3.33016
0 9 6 3.34928
0 10 6 3.33651
0 11 6 3.33651
0 12 6 3.34288
0 13 6 3.3557
0 14 6 3.34288
0 15 6 3.34928
0 0 7 4.2735
0 1 7 4.24242
0 2 7 4.21179
0 3 7 4.21179
0 4 7 4.21179
0 5 7 4.19162
0 6 7 4.31566
0 7 7 4.24242
0 8 7 4.1816
0 9 7 4.21179
0 10 7 4.22195
0 11 7 4.22195
0 12 7 4.1816
0 13 7 4.21179
0 14 7 4.19162
0 15 7 4.28397
0 0 8 3.51053
0 1 8 3.52467
0 2 8 3.5035
0 3 8 3.4965
