# Energy(MeV) 	mg/cm2 	cm
# Starting Energy: 80 MeV
80.000000	0.000000	0.000000
79.688803	0.020000	0.200813
79.377050	0.040000	0.401627
79.064738	0.060000	0.602440
78.751864	0.080000	0.803253
78.438424	0.100000	1.004067
78.124416	0.120000	1.204880
77.809837	0.140000	1.405693
77.494682	0.160000	1.606507
77.178950	0.180000	1.807320
76.862636	0.200000	2.008133
76.545737	0.220000	2.208947
76.228251	0.240000	2.409760
75.910173	0.260000	2.610573
75.591501	0.280000	2.811387
75.272230	0.300000	3.012200
74.952358	0.320000	3.213013
74.631881	0.340000	3.413827
74.310794	0.360000	3.614640
73.989096	0.380000	3.815453
73.666782	0.400000	4.016267
73.343848	0.420000	4.217080
73.020291	0.440000	4.417894
72.696107	0.460000	4.618707
72.371292	0.480000	4.819520
72.045843	0.500000	5.020334
71.719756	0.520000	5.221147
71.393026	0.540000	5.421960
71.065650	0.560000	5.622774
70.737624	0.580000	5.823587
70.408943	0.600000	6.024400
70.079604	0.620000	6.225214
69.749604	0.640000	6.426027
69.418936	0.660000	6.626840
69.087598	0.680000	6.827654
68.755585	0.700000	7.028467
68.422892	0.720000	7.229280
68.089516	0.740000	7.430094
67.755452	0.760000	7.630907
67.420696	0.780000	7.831720
67.085243	0.800000	8.032534
66.749088	0.820000	8.233347
66.412227	0.840000	8.434160
66.074656	0.860000	8.634974
65.736369	0.880000	8.835787
65.397362	0.900000	9.036600
65.057630	0.920000	9.237414
64.717168	0.940000	9.438227
64.375971	0.960000	9.639040
64.034035	0.980000	9.839854
63.691353	1.000000	10.040667
63.347922	1.020000	10.241480
63.003735	1.040000	10.442294
62.658787	1.060000	10.643107
62.313074	1.080000	10.843920
61.966590	1.100000	11.044734
61.619329	1.120000	11.245547
61.271286	1.140000	11.446360
60.922455	1.160000	11.647174
60.572830	1.180000	11.847987
60.222406	1.200000	12.048801
59.871177	1.220000	12.249614
59.519137	1.240000	12.450427
59.166280	1.260000	12.651241
58.812599	1.280000	12.852054
58.458090	1.300000	13.052867
58.102744	1.320000	13.253681
57.746557	1.340000	13.454494
57.389521	1.360000	13.655307
57.031631	1.380000	13.856121
56.672878	1.400000	14.056934
56.313258	1.420000	14.257747
55.952762	1.440000	14.458561
55.591384	1.460000	14.659374
55.229117	1.480000	14.860187
54.865953	1.500000	15.061001
54.501886	1.520000	15.261814
54.136907	1.540000	15.462627
53.771010	1.560000	15.663441
53.404187	1.580000	15.864254
53.036430	1.600000	16.065067
52.667731	1.620000	16.265881
52.298082	1.640000	16.466694
51.927475	1.660000	16.667507
51.555901	1.680000	16.868321
51.183352	1.700000	17.069134
50.809820	1.720000	17.269947
50.435296	1.740000	17.470761
50.059770	1.760000	17.671574
49.683234	1.780000	17.872387
49.305678	1.800000	18.073201
48.927093	1.820000	18.274014
48.547470	1.840000	18.474827
48.166797	1.860000	18.675641
47.785067	1.880000	18.876454
47.402267	1.900000	19.077267
47.018388	1.920000	19.278081
46.633419	1.940000	19.478894
46.247348	1.960000	19.679708
45.860166	1.980000	19.880521
45.471861	2.000000	20.081334
45.082420	2.020000	20.282148
44.691832	2.040000	20.482961
44.300085	2.060000	20.683774
43.907166	2.080000	20.884588
43.513062	2.100000	21.085401
43.117761	2.120000	21.286214
42.721249	2.140000	21.487028
42.323512	2.160000	21.687841
41.924536	2.180000	21.888654
41.524306	2.200000	22.089468
41.122807	2.220000	22.290281
40.720025	2.240000	22.491094
40.315943	2.260000	22.691908
39.910545	2.280000	22.892721
39.503814	2.300000	23.093534
39.095734	2.320000	23.294348
38.686285	2.340000	23.495161
38.275451	2.360000	23.695974
37.863212	2.380000	23.896788
37.449548	2.400000	24.097601
37.034440	2.420000	24.298414
36.617866	2.440000	24.499228
36.199805	2.460000	24.700041
35.780234	2.480000	24.900854
35.359130	2.500000	25.101668
34.936469	2.520000	25.302481
34.512226	2.540000	25.503294
34.086374	2.560000	25.704108
33.658887	2.580000	25.904921
33.229737	2.600000	26.105734
32.798893	2.620000	26.306548
32.366325	2.640000	26.507361
31.932000	2.660000	26.708174
31.495886	2.680000	26.908988
31.058108	2.700000	27.109801
30.618942	2.720000	27.310614
30.178391	2.740000	27.511428
29.736448	2.760000	27.712241
29.293103	2.780000	27.913055
28.848348	2.800000	28.113868
28.402175	2.820000	28.314681
27.954576	2.840000	28.515495
27.505544	2.860000	28.716308
27.055071	2.880000	28.917121
26.603148	2.900000	29.117935
26.149770	2.920000	29.318748
25.694928	2.940000	29.519561
25.238617	2.960000	29.720375
24.780830	2.980000	29.921188
24.321560	3.000000	30.122001
23.860803	3.020000	30.322815
23.398554	3.040000	30.523628
22.934808	3.060000	30.724441
22.469563	3.080000	30.925255
22.002814	3.100000	31.126068
21.534561	3.120000	31.326881
21.064804	3.140000	31.527695
20.593543	3.160000	31.728508
20.120781	3.180000	31.929321
19.646523	3.200000	32.130135
19.170777	3.220000	32.330948
18.693552	3.240000	32.531761
18.215161	3.260000	32.732575
17.736573	3.280000	32.933388
17.257970	3.300000	33.134201
16.779470	3.320000	33.335015
16.301199	3.340000	33.535828
15.823299	3.360000	33.736641
15.345927	3.380000	33.937455
14.869258	3.400000	34.138268
14.393487	3.420000	34.339081
13.918832	3.440000	34.539895
13.445535	3.460000	34.740708
12.973871	3.480000	34.941521
12.504146	3.500000	35.142335
12.036705	3.520000	35.343148
11.571935	3.540000	35.543962
11.110272	3.560000	35.744775
10.652203	3.580000	35.945588
10.198276	3.600000	36.146402
9.749100	3.620000	36.347215
9.305192	3.640000	36.548028
8.864425	3.660000	36.748842
8.426224	3.680000	36.949655
7.991228	3.700000	37.150468
7.560188	3.720000	37.351282
7.133965	3.740000	37.552095
6.713536	3.760000	37.752908
6.299994	3.780000	37.953722
5.894542	3.800000	38.154535
5.498474	3.820000	38.355348
5.113148	3.840000	38.556162
4.739951	3.860000	38.756975
4.380247	3.880000	38.957788
4.035323	3.900000	39.158602
3.706328	3.920000	39.359415
3.394217	3.940000	39.560228
3.099704	3.960000	39.761042
2.823232	3.980000	39.961855
2.564958	4.000000	40.162668
2.324760	4.020000	40.363482
2.102259	4.040000	40.564295
1.896859	4.060000	40.765108
1.867478	4.063000	40.795230
1.838462	4.066000	40.825352
1.809808	4.069000	40.855474
1.781512	4.072000	40.885596
1.753572	4.075000	40.915718
1.725985	4.078000	40.945840
1.698747	4.081000	40.975962
1.671855	4.084000	41.006084
1.645306	4.087000	41.036206
1.619097	4.090000	41.066328
1.593224	4.093000	41.096450
1.567684	4.096000	41.126572
1.542474	4.099000	41.156694
1.517589	4.102000	41.186816
1.493028	4.105000	41.216938
1.468785	4.108000	41.247060
1.444859	4.111000	41.277182
1.421244	4.114000	41.307304
1.397939	4.117000	41.337426
1.374939	4.120000	41.367548
1.352240	4.123000	41.397670
1.329840	4.126000	41.427792
1.307734	4.129000	41.457914
1.285919	4.132000	41.488036
1.264393	4.135000	41.518158
1.243150	4.138000	41.548280
1.222187	4.141000	41.578402
1.201502	4.144000	41.608524
1.181090	4.147000	41.638646
1.160949	4.150000	41.668768
1.141073	4.153000	41.698890
1.121461	4.156000	41.729012
1.102109	4.159000	41.759134
1.083012	4.162000	41.789256
1.064168	4.165000	41.819378
1.045574	4.168000	41.849500
1.027225	4.171000	41.879622
1.009119	4.174000	41.909744
0.991252	4.177000	41.939866
0.973621	4.180000	41.969988
0.956222	4.183000	42.000110
0.939052	4.186000	42.030232
0.922108	4.189000	42.060354
0.905387	4.192000	42.090476
0.888885	4.195000	42.120598
0.872600	4.198000	42.150720
0.856527	4.201000	42.180842
0.840663	4.204000	42.210964
0.825007	4.207000	42.241086
0.809554	4.210000	42.271208
0.794301	4.213000	42.301330
0.779247	4.216000	42.331452
0.764386	4.219000	42.361574
0.749717	4.222000	42.391696
0.735236	4.225000	42.421818
0.720941	4.228000	42.451940
0.706828	4.231000	42.482062
0.692895	4.234000	42.512184
0.679139	4.237000	42.542306
0.665555	4.240000	42.572428
0.652102	4.243000	42.602550
0.638755	4.246000	42.632672
0.625511	4.249000	42.662794
0.612371	4.252000	42.692916
0.599334	4.255000	42.723038
0.586400	4.258000	42.753160
0.573569	4.261000	42.783282
0.560839	4.264000	42.813404
0.548205	4.267000	42.843526
0.535662	4.270000	42.873648
0.523219	4.273000	42.903770
0.510875	4.276000	42.933892
0.498630	4.279000	42.964014
0.486484	4.282000	42.994136
0.474435	4.285000	43.024258
0.462483	4.288000	43.054381
0.450627	4.291000	43.084503
0.438867	4.294000	43.114625
0.427202	4.297000	43.144747
0.415631	4.300000	43.174869
0.404153	4.303000	43.204991
0.392767	4.306000	43.235113
0.381471	4.309000	43.265235
0.370262	4.312000	43.295357
0.359141	4.315000	43.325479
0.348106	4.318000	43.355601
0.337155	4.321000	43.385723
0.326286	4.324000	43.415845
0.315500	4.327000	43.445967
0.304795	4.330000	43.476089
0.294169	4.333000	43.506211
0.283622	4.336000	43.536333
0.273151	4.339000	43.566455
0.262756	4.342000	43.596577
0.252434	4.345000	43.626699
0.242183	4.348000	43.656821
0.232002	4.351000	43.686943
0.221888	4.354000	43.717065
0.211839	4.357000	43.747187
0.201851	4.360000	43.777309
0.191922	4.363000	43.807431
0.182047	4.366000	43.837553
0.172222	4.369000	43.867675
0.162443	4.372000	43.897797
0.152704	4.375000	43.927919
0.142999	4.378000	43.958041
0.133320	4.381000	43.988163
0.123659	4.384000	44.018285
0.114004	4.387000	44.048407
0.104345	4.390000	44.078529
0.094664	4.393000	44.108651
0.084944	4.396000	44.138773
0.075160	4.399000	44.168895
0.065281	4.402000	44.199017
0.055267	4.405000	44.229139
0.045062	4.408000	44.259261
0.034588	4.411000	44.289383
0.023738	4.414000	44.319505
0.012376	4.417000	44.349627
0.000722	4.420000	44.379749
